name,type,price,state,position,area
金辉环球广场,写字楼,14000元/平,在售,雁塔-雁塔南路与南三环交汇处,建面 70~146m²
华海湖滨会馆,别墅,45000元/平,在售,未央-欧亚一路与浐河西路交汇处,建面 400~500m²
圣朗国际,写字楼,9000元/平,在售,未央-凤城十路与文景路交汇处西北角,建面 80~1200m²
中投国际,写字楼,14500元/平,在售,雁塔-锦业一路与丈八二路十字向东100米,建面 224~1925m²
恒兴文艺广场,写字楼,8000元/平,在售,碑林-文艺南路2号,建面 40~100m²
绿地与湖,住宅,10000元/平,在售,雁塔-雁鸣湖浐河西路,建面 98~131m²
摩尔中心,写字楼,13000元/平,在售,雁塔-沣惠南路与科技六路交汇处,建面 238~295m²
融城云谷,写字楼,13500元/平,在售,雁塔-科技三路与沣惠南路交汇处往西200米,建面 114~2054m²
融城东海,写字楼,9000元/平,在售,雁塔-南三环与丈八六路十字西南角,建面 131m²
曲江帕提欧,别墅,1100万/套,在售,雁塔-慈恩西路与雁南二路十字线向西80米,建面 321~408m²
宝德云谷国际,写字楼,11000元/平,在售,雁塔-锦业一路与丈八三路十字西北角,建面 120~1500m²
CROSS万象汇,写字楼,16000元/平,在售,雁塔-高新六路与科技一路十字东南角,建面 156~660m²
旭辉中心,写字楼,17000元/平,在售,未央-凤城七路与未央路十字向西200米,建面 255~487m²
曲江银座,写字楼,13000元/平,在售,雁塔-翠华南路与雁展路十字南200路西,建面 139~205m²
维也纳森林,住宅,3600元/平,在售,高陵-高陵泾河工业园昭慧广场旁50米,建面 83~156m²
禾盛京广中心,写字楼,15000元/平,在售,雁塔-唐延路11号,建面 300~1600m²
文景广场,写字楼,9500元/平,在售,未央-文景路与凤城十一路交汇处西北角,建面 125~545m²
莱安中心,写字楼,18000元/平,在售,雁塔-长安路与雁展路交汇处东北角,建面 185~2000m²
首创富北高银,写字楼,9000元/平,在售,未央-凤城十二路与文景路十字北200米路东,建面 130~1600m²
CA创意时代中心,写字楼,15000元/平,在售,雁塔-科技二路与团结南路十字西南角,建面 123~206m²
启迪清扬时代,写字楼,14500元/平,在售,雁塔-科技二路与沣惠南路十字西北角,建面 338~1310m²
华帝金座,写字楼,9000元/平,在售,未央-北二环与贞观路交汇处东北角,建面 53m²
太和时代广场,写字楼,13500元/平,在售,雁塔-沣惠南路与大寨路十字向北50米,--
湖北大厦,写字楼,11500元/平,在售,未央-民经一路与民经二路交汇处,建面 207~1270m²
黎明风和庭院,住宅,9200元/平,在售,莲湖-西二环与丰禾路交汇处向东500米,建面 85~114m²
佳和中心,写字楼,15000元/平,在售,雁塔-翠华路与会展东路交汇处西北角,建面 100~1500m²
GT-Tower西安国际人才大厦,写字楼,16700元/平,在售,雁塔-团结南路12号高新医院北侧,建面 200~2300m²
高新NEWORLD,写字楼,16500元/平,在售,雁塔-团结南路与科技三路东北角,建面 2000m²
绿地海珀紫庭,住宅,17000元/平,在售,雁塔-南二环与雁塔路交汇处向东100米,建面 298~689m²
桃源漫步,住宅,18000元/平,在售,灞桥-金桥三路与浐河东路东南角（桃花潭公园东60米）,建面 160~203m²
龙记观澜国际,商业类,10000元/平,在售,雁塔-科技二路与高新六路十字西南角,建面 34~70m²
富华博派时代,商业类,8900元/平,在售,长安-雁塔南路与东长安街交汇往南100米路东,建面 35~74m²
万丽骊宫,商业类,12000元/平,待售,临潼-临潼区凤凰大道与秦唐大道交汇处向南700米,--
海伦湾,住宅,8850元/平,在售,雁塔-浐河西路与新兴南路交汇处,建面 79~110m²
荣民宫园学府,住宅,9500元/平,在售,灞桥-柳新路与柳烟路十字西北角,建面 80~134m²
雁鸣墅语,别墅,18000元/平,在售,雁塔-咸宁路与浐河西路什字南雁鸣湖畔,建面 407~691m²
天地源悦熙广场,写字楼,14000元/平,在售,雁塔-太白南路与电子三路交汇处东北角,建面 84~1200m²
国色天香,底商,33000元/平,在售,长安-韦郭路989号陕师大长安校区正对面,建面 85~300m²
海亮新英里,商铺,23000元/平,在售,雁塔-西沣路与雁环路交汇处东南角（西安高新国际学校对面）,建面 170~402m²
天伦佐治公馆,住宅,9900元/平,在售,新城区-东二环胡家庙地铁站北500米,建面 69~110m²
合能十里锦绣,商铺,13000元/平,在售,灞桥-东三环与半引路南端交汇处,建面 50~200m²
蓝海风中心,写字楼,15500元/平,在售,未央-凤城二路37号,建面 123~357m²
华洲城云顶,住宅,12000元/平,在售,雁塔-高新区大寨路西口向西500米,建面 95~118m²
长和国际,写字楼,400万/套,在售,未央-凤城八路与明光路十字东南角,建面 104~154m²
西北国金中心,写字楼,18000元/平,在售,未央-凤城八路于文景路十字路西,建面 141~312m²
汇豪树中心,写字楼,11500元/平,在售,雁塔-沣惠南路与科技三路交汇处向西150米,建面 91~1350m²
东城新市,商业类,9500元/平,在售,灞桥-新寺纺渭路与纺北路十字口东北角,建面 79~93m²
曲江芙蓉新天地,商铺,38000元/平,在售,雁塔-曲江池西路和唐城墙遗址公园区,建面 5600~15000m²
融创天朗珑府,商业类,16000元/平,在售,雁塔-西沣路与西部大道十字东北角,建面 29~72m²
美苑楼尚,商业类,16500元/平,在售,雁塔-含光南路与丁白路十字西南角,建面 48~70m²
合能公馆,商铺,30000元/平,在售,长安-西部大道与子午大道交汇处向南500米,建面 40~171m²
金辉世界城,底商,20000元/平,在售,雁塔-雁塔南路与南三环交汇处,建面 126m²
华润二十四城,商铺,18000元/平,在售,未央-三桥新街地铁一号线B出口向西400米,建面 40~99m²
水晶新天地,写字楼,13000元/平,在售,未央-凤城八路与渭滨路十字西北角,建面 2546m²
融创天朗蘭园,底商,30000元/平,待售,莲湖-大兴东路与大白杨南路交汇处西北角,建面 88m²
长安益园,底商,18000元/平,在售,长安-南长安街与韦曲南街交汇处西南角,建面 1456~3474m²
启航时代广场,底商,31000元/平,在售,未央-后围寨立交向西200米,建面 170~251m²
宏信国际花园,底商,35000元/平,在售,碑林-南门广场东100米,建面 10~100m²
金叶新城,底商,33000元/平,在售,未央-朱宏路与梨园路十字西北角,建面 250~1739m²
华宇时间城,底商,17000元/平,在售,未央-吕小寨立交桥十字东北角,建面 351m²
高新尊寓,住宅,17500元/平,在售,雁塔-唐延路东群贤路,建面 37~67m²
碧桂园天玺,底商,36000元/平,在售,未央-北二环与御井路交汇处向北500米,建面 158~187m²
中航华府,商铺,30000元/平,在售,雁塔-丈八路与大寨路十字向西800米,建面 58~1040m²
保利心语花园,底商,26000元/平,在售,未央-北辰大道与浐灞二路十字向东400米（西大附中浐灞中学旁）,建面 80~100m²
紫薇曲江意境,底商,18000元/平,在售,雁塔-芙蓉东路与寒窑路十字北400米,建面 178m²
荣禾曲池东岸,底商,30000元/平,在售,雁塔-新开门南路东侧,建面 80~120m²
华东万悦城,写字楼,12000元/平,在售,新城区-长乐西路128号,建面 104~170m²
巍然大厦,写字楼,15000元/平,在售,未央-经济技术开发区凤城三路3号,建面 350~1920m²
西部网货批发中心,商铺,22000元/平,在售,未央-明光路和元朔路西南角,建面 60~255m²
正衡金融服务大厦,写字楼,9000元/平,在售,长安-航天基地雁塔南路,建面 100~420m²
京都国际,写字楼,8000元/平,在售,未央-长乐东路堡子转盘东北角,建面 54~112m²
永威时代中心,写字楼,20000元/平,在售,雁塔-锦业一路与丈八二路十字东南角,建面 2075~2180m²
东方亿象城,商铺,24000元/平,在售,新城区-新城区长乐西路,建面 93~142m²
金辉优步花园,住宅,10000元/平,在售,莲湖-汉城南路与红光路十字北200米,建面 117~125m²
长庆坊玺岸,底商,27000元/平,在售,雁塔-雁南一路与翠华南路十字西南角,建面 1114m²
长乐府,商铺,25000元/平,在售,灞桥-地铁一号线长乐坡站路南200米,建面 72~118m²
中铁缤纷新城,商铺,15000元/平,在售,灞桥-纺西街108号（原西北国棉六厂）,建面 238~439m²
鑫苑大都汇,写字楼,12000元/平,在售,莲湖-西二环与丰禾路交汇处向东300米,建面 127~167m²
华东万和城,写字楼,12000元/平,在售,新城区-胡家庙大什字西北角,建面 134~241m²
胡家庙购物中心,写字楼,10000元/平,在售,新城区-长缨西路与东二环交汇处西南角,建面 104~235m²
泰和御景豪庭,商铺,29000元/平,在售,未央-北二环东段南侧市中级人民法院对面,建面 13~260m²
鹏润悦秀城,商铺,15000元/平,待售,长安-大学城学府大道与书香路十字西北角,建面 5292~5557m²
广厦水岸东方,商铺,17000元/平,在售,灞桥-长乐路浐河东岸地铁1号线浐河站A1出口,建面 99~1771m²
百寰国际,写字楼,14100元/平,在售,未央-北二环太华路立交东北角,建面 110~1500m²
西安华南城,商铺,9500元/平,在售,灞桥-国际港务区港务大道8号,建面 123m²
朗臣公寓,商业类,25000元/平,在售,雁塔-高新四路与唐兴路十字西北角,建面 57~103m²
紫郡华宸,商铺,7500元/平,在售,未央-未央宫街办朱宏路南段,建面 3000m²
隆源国际城金街,底商,18000元/平,在售,未央-尚新路与尚贤路交汇处（北客站东900米）,建面 42~208m²
白马公馆,商业类,8500元/平,在售,灞桥-港务大道98号,建面 49~65m²
满堂悦MOMA,商铺,21000元/平,在售,雁塔-锦业路与西三环交汇处西南角,建面 175~318m²
高山流水和城,商业类,11000元/平,在售,雁塔-太白南路与丈八东路交汇处,建面 88~148m²
融创天朗西安宸院,住宅,15000元/平,在售,雁塔-西沣路与西部大道十字交汇处向东200米路南,建面 150~170m²
海伦国际,底商,20000元/平,在售,雁塔-西影路铁设院向东200米,建面 30~315m²
海伦春天,底商,19000元/平,在售,未央-大庆路延伸段阿房一路东段,建面 56~508m²
坤元TIME中心,写字楼,14000元/平,在售,雁塔-太白南路与电子三路交汇处西,建面 1500m²
中国铁建万科翡翠国际,住宅,9800元/平,在售,雁塔-曲江大道东侧（曲江二小西侧）,建面 92~105m²
银池道拉斯财富中心,写字楼,15000元/平,在售,未央-未央路与凤城六路十字东北角,建面 267~311m²
时光国际,写字楼,13000元/平,在售,碑林-南二环太乙路立交东北角,建面 37~980m²
天时新苑,商铺,35000元/平,在售,新城区-东二环和胡家庙十字向东300米,建面 45~145m²
金辉C园,商业类,7500元/平,在售,莲湖-大兴东路中段（红庙坡向西700米路北）,建面 35~44m²
保利天悦,住宅,17500元/平,在售,雁塔-高新区丈八北路以西科技六路以北,建面 109~143m²
雁翔广场,写字楼,43000万/套,在售,雁塔-雁翔路与南三环交汇处西北角处,建面 1490m²
融创星美御,住宅,17500元/平,在售,雁塔-锦业一路以北,建面 143~180m²
绿地香树花城,写字楼,9300元/平,在售,未央-东北二环交汇处红星美凯龙北侧200米,建面 60~1000m²
林河世家,住宅,8800元/平,在售,灞桥-鹿塬街与纺四路交汇处,建面 46~104m²
拉克雷公馆,住宅,12700元/平,在售,雁塔-吉祥路66号,建面 40~82m²
航天城中心广场,写字楼,8500元/平,在售,长安-东长安街与神舟五路交叉口东南200米,建面 35~1384m²
西安公馆,底商,50000元/平,待售,碑林-朱雀门外朱雀路北段西后地,--
中国铁建青秀城,住宅,9000元/平,待售,未央-浐灞二路1217号,--
永泽五里州,底商,17000元/平,在售,灞桥-纺织城地铁站向北500米处,建面 240~330m²
合能铂悦府,住宅,9000元/平,在售,灞桥-地铁一号线半坡站c口向南800米,建面 129m²
天地源香都东岸,底商,24000元/平,在售,雁塔-南三环与曲池东路（南段）交汇处向东,建面 118~130m²
德杰状元府邸,住宅,10500元/平,在售,莲湖-红光路与汉城南路交汇处往西500米,建面 97~122m²
真爱万科公园华府,住宅,12500元/平,在售,雁塔-公园南路与北陆路交汇处东北角,建面 102~155m²
