name,type,price,state,position,area
京门府,住宅,价格待定,售罄,秦淮-通济门外大街7号,--
艾菲国际,住宅,价格待定,售罄,浦口-丽景路艾菲国际,--
君悦花园,住宅,价格待定,售罄,六合-大厂浦六南路8号,--
富力尚悦居一期,住宅,120万/套,售罄,雨花台-雨花板桥新城新湖大道（近莲花湖公园）,--
麒麟山庄公园境,住宅,价格待定,售罄,江宁-东麒东路588号,--
星叶羊山湖花园,住宅,价格待定,售罄,栖霞-羊山北路星叶羊山湖花园,--
招商依云郡,住宅,价格待定,售罄,江宁-禄口街道信诚大道33号,--
中粮鸿云,住宅,价格待定,售罄,江宁-丰泽路118号,--
伴山香槟园,别墅,价格待定,售罄,江宁-格致路9号,--
城开新都雅苑,住宅,价格待定,售罄,六合-雄州街道王桥路28号,--
保利礼墅,别墅,价格待定,售罄,栖霞-仙林街道保利礼墅,--
盘金华府,住宅,81万/套,售罄,六合-大厂新华西路458号,--
长江峰景,住宅,价格待定,售罄,鼓楼-中山北路645号,--
龙海骏景,住宅,53万/套,售罄,六合-冶浦路99号,--
华润国际社区,住宅,价格待定,售罄,浦口-广西埂大街100号,--
御珑湾,住宅,价格待定,售罄,六合-雄州街道龙棠路233号,--
阳光聚宝山庄臻园,别墅,价格待定,售罄,玄武-玄武大道88号,--
爱涛天岳城,住宅,价格待定,售罄,溧水-秦淮大道399号,--
正荣润江城,住宅,195万/套,售罄,浦口-镇南河路99号,--
正荣润峯,住宅,价格待定,售罄,建邺-河西南部学子路,--
亚泰梧桐世家,住宅,价格待定,售罄,六合-润富路666号,--
涟城,住宅,价格待定,售罄,建邺-建邺区怡康街与西城路交汇处,--
中山首府,住宅,价格待定,售罄,溧水-崇文路68号(体育公园南300米),--
五矿崇文金城,住宅,价格待定,售罄,建邺-吴侯街158号,--
国府大院,别墅,价格待定,售罄,江宁-汤铜路国府大院,--
钟山国际高尔夫,别墅,价格待定,售罄,栖霞-环陵路7号,--
金湖家园,住宅,价格待定,售罄,溧水-金湖路100号,--
溧都桂苑,别墅,价格待定,售罄,溧水-溧水金牛北路666号,--
康利华府,住宅,价格待定,售罄,溧水-致远路68号,--
金盛田锦上,住宅,价格待定,售罄,浦口-江浦街道锦上路1号,--
翠屏诚园,住宅,价格待定,售罄,江宁-秣陵街道双龙大道3000号,--
玄武湖金茂广场御景华府,住宅,价格待定,售罄,鼓楼-中央路201号,--
恒建金陵美域,住宅,价格待定,售罄,江宁-湖熟街道灵顺北路211号,--
垠领城市街区,住宅,价格待定,售罄,高淳-振兴路180号、胥溪路9号,建面 110m²
新城玖珑湖二期,住宅,价格待定,售罄,江宁-秣陵街道长亭街55号,--
升龙天汇,住宅,价格待定,售罄,建邺-新河路升龙天汇,--
高淳碧桂园,住宅,价格待定,售罄,高淳-淳溪镇石臼湖北路76号,--
荣鼎幸福城,住宅,价格待定,售罄,六合-方州路68号,--
亚东同城逸境,住宅,价格待定,售罄,溧水-秦淮大道168号,--
启迪方洲,住宅,价格待定,售罄,江宁-麒麟街道智通路189号,--
恒基富荟山,别墅,850万/套,售罄,栖霞-栖霞文鼎路1号（玄武大道与学林路交汇处）,--
万科璞悦山,住宅,价格待定,售罄,浦口-江浦街道沿山大道231号,--
银城一方山,住宅,价格待定,售罄,江宁-江宁区淳化街道吉印大道4199号,--
福基九龙新城,住宅,价格待定,售罄,六合-大厂凤滨路18号,--
石林大公园,别墅,100万/套,售罄,雨花台-凤集大道6号,--
绿城玫瑰园,别墅,16000万/套,售罄,浦口-位处南京唯一省级旅游度假区——珍珠泉旅游度假区密林深处,建面 1979m²
双富嘉园,住宅,价格待定,售罄,高淳-双牌石大街288号,--
天泽苑,住宅,价格待定,售罄,江宁-江宁区秣陵街道竹山路588号,--
金浦御龙湾,住宅,价格待定,售罄,栖霞-和燕路390号,--
高科荣境,住宅,价格待定,售罄,栖霞-守敬路313号,--
瑞景叶泊蓝山,别墅,价格待定,售罄,江宁-江宁丹阳大道110号,--
中航樾公馆,住宅,价格待定,售罄,江宁-淳化街道泉东路58号,--
中航金城1号,住宅,价格待定,售罄,秦淮-中山东路518号,--
万悦城,住宅,价格待定,售罄,高淳-九龙山路万悦城,--
东方曼园,住宅,价格待定,售罄,高淳-高淳淳溪镇慢城大道68号（高淳新体育中心北侧）,--
红太阳国际财智广场,住宅,价格待定,售罄,高淳-高淳淳溪镇宝塔路269号,--
湖滨一品苑,住宅,价格待定,售罄,高淳-淳南路117号,--
武夷名仕园,住宅,价格待定,售罄,江宁-淳化街道平和路8号,--
金盛财智广场,商铺,价格待定,售罄,鼓楼-建宁路31号,--
东屏湖9号,别墅,价格待定,售罄,溧水-南京溧水县东屏镇,--
五矿晏山居,住宅,价格待定,售罄,玄武-钟灵街50号,--
世茂梦享家,住宅,价格待定,售罄,江宁-淳化街道瑞文路199号,--
清香雅苑,住宅,价格待定,售罄,六合-雄州街道园林西路188号,--
隆豪翡翠星城,住宅,价格待定,售罄,高淳-淳溪镇宝塔路350号,--
亚泰山语湖,住宅,106万/套,售罄,浦口-永固路3号,--
中交锦兰荟,住宅,价格待定,售罄,浦口-卓溪路10号,--
新城花漾紫郡,住宅,价格待定,售罄,浦口-丹霞路新城花漾紫郡,--
爱涛尚书云邸,住宅,价格待定,售罄,江宁-文靖路599号,--
旭辉银城白马澜山,住宅,价格待定,售罄,浦口-浦口区白马路与狮山路交汇处,--
中宏万家广场,住宅,价格待定,售罄,高淳-淳溪路北漪路129号,--
五矿九玺台,别墅,价格待定,售罄,江宁-丽泽路599号,--
仁恒绿洲新岛,住宅,价格待定,售罄,建邺-葡园路仁恒绿洲新岛,--
复地御钟山二期,住宅,价格待定,售罄,栖霞-马群街道马群街2号,--
中航樾广场,住宅,价格待定,售罄,江宁-淳化街道经贸学院路8号,--
保利朗诗蔚蓝,住宅,价格待定,售罄,栖霞-迈皋桥街道迈化路376号,--
弘阳爱上城,住宅,价格待定,售罄,浦口-秦山街道123地块,--
东方兰园,住宅,价格待定,售罄,栖霞-栖霞经五路与迈化路交汇处,--
观山悦,住宅,价格待定,售罄,浦口-顶山街道定向河西侧,--
中海玄武公馆,住宅,价格待定,售罄,玄武-恒嘉路中海玄武公馆,--
弘阳时光里,住宅,80万/套,售罄,浦口-蓝海路弘阳时光里,--
富力城,住宅,价格待定,售罄,江宁-东麒路277号,--
电建洺悦府,住宅,价格待定,售罄,栖霞-尧化路611号,--
明发浦泰梦幻家,住宅,价格待定,售罄,雨花台-凤汇大道明发浦泰梦幻家,建面 76~120m²
禹洲吉庆里,住宅,价格待定,售罄,雨花台-赛虹桥街道禹洲吉庆里,--
世茂荣里,住宅,价格待定,售罄,浦口-浦珠路荣里,--
中国铁建原香颂,住宅,价格待定,售罄,江宁-宁桥南路108号,--
金地中心风华,住宅,价格待定,售罄,建邺-江东南路金地中心风华,--
万科安品园舍,别墅,2500万/套,售罄,秦淮-仓家巷万科安品园舍,--
泰禾南京院子,别墅,价格待定,售罄,秦淮-中山南路501号,--
旭辉铂悦秦淮,住宅,价格待定,售罄,江宁-东山街道农花路102号,--
朗诗熙华府,住宅,价格待定,售罄,建邺-南高庙路朗诗熙华府,--
北辰旭辉铂悦金陵,住宅,价格待定,售罄,建邺-乐山路99号,--
中交锦致,住宅,价格待定,售罄,江宁-明城大道以西中交锦致,--
禹洲弘阳滨湖里,住宅,价格待定,售罄,江宁-润寿北路599号,--
喜之郎丽湖湾,住宅,价格待定,售罄,溧水-珍珠北路88号,--
福晟庭院,住宅,价格待定,售罄,溧水-金牛北路369号,--
华新城璟园,住宅,价格待定,售罄,建邺-建邺区巴山路38号,--
华洲青林湾,别墅,价格待定,售罄,溧水-天生桥大道218号,--
紫晶未来城,住宅,价格待定,售罄,六合-雄州街道双客路97号,--
香缇郡,住宅,价格待定,售罄,六合-龙池街道龙口路9号,建面 131m²
金辉金陵铭著,住宅,价格待定,售罄,江宁-胜太路金辉金陵铭著,--
弘阳春上西江,住宅,价格待定,售罄,雨花台-龙藏大道12号弘阳,--
金山府,别墅,价格待定,售罄,溧水-金山路95号,--
东墅山庄英郡华府,别墅,2480万/套,售罄,栖霞-灵山北路9号,建面 568m²
善水湾花园,住宅,价格待定,售罄,雨花台-梅兴路善水湾花园,--
钟山颐府,住宅,价格待定,售罄,秦淮-中山东路301号,--
银城东岳府,住宅,价格待定,售罄,秦淮-海福巷71号,--
蓝光公园1号,住宅,价格待定,售罄,雨花台-华新路蓝光公园1号,--
和昌湾景,住宅,价格待定,售罄,雨花台-新湖大道和昌湾景,--
恒大金碧天下,住宅,价格待定,售罄,溧水-永湖路188号,--
华辉秦淮湾,住宅,价格待定,售罄,溧水-宝塔路98号,--
明发阅山悦府,别墅,价格待定,售罄,浦口-沿山大道和花卉大道交汇处,--
梅龙湖无界,住宅,价格待定,售罄,江宁-淳化镇西山头,--
招商兰溪谷,住宅,价格待定,售罄,浦口-永新路招商兰溪谷,--
乐基广场,写字楼,价格待定,售罄,建邺-云锦路所街,--
龙湖春江紫宸,商铺,价格待定,售罄,鼓楼-江边路1号,--
锦绣江山花园,写字楼,价格待定,售罄,鼓楼-宝塔桥西街155号,--
顾家欧亚达商业广场,底商,280万/套,售罄,溧水-南京市溧水区秦淮路159-21号,--
汤城汇,写字楼,价格待定,售罄,江宁-南京市江宁区汤山国际温泉城圣汤大道9号,--
万科大都会,住宅,价格待定,售罄,江宁-站东二路万科大都会,建面 180m²
绿城深蓝,住宅,价格待定,售罄,江宁-东山街道富塘街8号,--
电建中储泛悦城市广场,住宅,价格待定,售罄,鼓楼-小市街道电建中储泛悦城市广场,建面 104~135m²
富力十号,别墅,900万/套,售罄,江宁-东麒路277号,--
万宇汽车五金博览中心,商铺,价格待定,售罄,江宁-淳化街道龙凤路2号,--
万景佳苑,住宅,价格待定,售罄,溧水-红光路19号,--
绿城桃花源,别墅,价格待定,售罄,江宁-汤山街道麒麟门大道6699号,--
通宇林景熙园,住宅,价格待定,售罄,浦口-江浦街道七里路与沿山大道交汇处,--
保利天悦,住宅,价格待定,售罄,建邺-应天大街保利天悦,--
天生御景,别墅,价格待定,售罄,溧水-洪蓝镇凤凰井路26号,--
龙湖新壹城,商业类,价格待定,售罄,江宁-龙眠大道660号,--
南京金奥中心,写字楼,价格待定,售罄,建邺-江东中路333号,--
21世纪百家湖1号,住宅,价格待定,售罄,江宁-双龙大道1539号,--
金鼎湾如院,住宅,价格待定,售罄,鼓楼-中山北路279号,--
金牛湖度假中心,写字楼,价格待定,售罄,六合-金牛湖街道金牛湖社区88号,--
森湖溪谷,别墅,价格待定,售罄,溧水-傅家边现代农业园区内,--
星悦城,写字楼,价格待定,售罄,浦口-星火路星悦城,--
绿地华侨城海珀滨江,住宅,价格待定,售罄,建邺-龙王大街绿地华侨城海珀滨江,--
