name,type,price,state,position,area
中天融域,住宅,8927元/平,在售,西山-滇池旅游度假区广福路与前兴路交叉口（大商汇斜对面）,建面 78~141m²
中豪优活城,住宅,4151元/平,在售,呈贡-大冲片区呈黄公路旁中豪新册产业城,建面 60~351m²
华信悦峰,住宅,9000元/平,售罄,五华-五华区滇缅大道2562号,建面 89~171m²
龙斗壹号海岸城,住宅,7000元/平,售罄,呈贡-环湖东路与春融街交汇处,建面 87~221m²
果林湖畔,别墅,409万/套,售罄,呈贡-信息产业基地辰逸路37号,--
人民路壹号广场,住宅,16000元/平,售罄,五华-五华人民西路与西园北路交汇处,建面 137~206m²
耀兴枫丹白露,住宅,48万/套,售罄,官渡-经开区机场1号线与宝象河交叉口,--
万科云子,住宅,13000元/平,售罄,五华-滇缅大道与昌源中路交汇处,建面 89~132m²
学府协信天地,商铺,30000元/平,售罄,五华-建设路昆明理工大学西门斜对面,建面 38~109m²
万科翡翠,住宅,14000元/平,售罄,官渡-广福路与巫家坝路交汇处 查看地图,建面 115~141m²
